Parcel ID,Land Use,Property Address,Property City,Zip Code,Sale Price,Legal Reference,Finished Area,Bedrooms,Full Bath,Half Bath
182 12 0A 150.00,VACANT RES LAND,904  APPLE BLOSSOM CT,ANTIOCH,37013,25000,20131001-0102747,,,,
183 05 0A 028.00,SINGLE FAMILY,3628  APPLEWOOD LN,ANTIOCH,37013,185000,20130923-0100051,,,,
136 15 0A 049.00,RESIDENTIAL CONDO,3405  OLD ANDERSON RD,ANTIOCH,37013,115000,20130919-0098791,,,,
136 15 0B 006.00,RESIDENTIAL CONDO,3401  ANDERSON RD,ANTIOCH,37013,78900,20130911-0095695,,,,
137 13 0A 033.00,SINGLE FAMILY,3801  WATERFORD WAY,ANTIOCH,37013,157000,20130917-0097961,,,,
149 02 0A 082.00,SINGLE FAMILY,552  PICCADILLY ROW,ANTIOCH,37013,120000,20130919-0098654,,,,
149 02 0B 022.00,SINGLE FAMILY,648  PICCADILLY ROW,ANTIOCH,37013,169900,20130916-0097189,,,,
149 02 0B 067.00,SINGLE FAMILY,821  BISHOPSGATE RD,ANTIOCH,37013,137500,20130912-0096163,,,,
149 02 0B 122.00,SINGLE FAMILY,1004  ALDERSGATE RD,ANTIOCH,37013,122400,20130912-0096471,,,,
149 07 0B 046.00,SINGLE FAMILY,1236  CANYON RIDGE CT,ANTIOCH,37013,160000,20131001-0102654,,,,
149 09 0 168.00,SINGLE FAMILY,513  BARCLAY SQUARE CT,ANTIOCH,37013,59000,20130930-0102304,1550.0,3.0,1.0,1.0
149 10 0 003.00,SINGLE FAMILY,5000  PEBBLE CREEK DR,ANTIOCH,37013,115000,20130924-0100474,2055.0,3.0,2.0,0.0
149 10 0 055.00,SINGLE FAMILY,5036  PEBBLE CREEK DR,ANTIOCH,37013,163000,20130917-0097661,2206.0,3.0,3.0,0.0
149 13 0 049.00,SINGLE FAMILY,4780  BOWFIELD DR,ANTIOCH,37013,120000,20130911-0095782,1587.0,3.0,1.0,0.0
150 03 0 367.00,SINGLE FAMILY,1113  ELKADER CT S,ANTIOCH,37013,164900,20130927-0101978,2585.0,4.0,3.0,0.0
150 03 0 379.00,SINGLE FAMILY,1017  AINSWORTH CIR,ANTIOCH,37013,168900,20130924-0100433,2099.0,3.0,3.0,0.0
150 09 0 005.00,SINGLE FAMILY,2952  KINWOOD DR,ANTIOCH,37013,137500,20130910-0095218,1827.0,3.0,1.0,1.0
150 09 0 028.00,SINGLE FAMILY,2928  WALNUT CREST DR,ANTIOCH,37013,128000,20130926-0101009,1595.0,3.0,3.0,0.0
150 09 0 220.00,ZERO LOT LINE,3030  MOSSDALE DR,ANTIOCH,37013,72500,20130923-0099598,978.0,2.0,1.0,1.0
150 10 0 076.00,SINGLE FAMILY,3432  TOWNESHIP RD,ANTIOCH,37013,113000,20130917-0097951,1274.0,3.0,2.0,0.0
150 11 0 300.00,SINGLE FAMILY,6009  LEGEND DR,ANTIOCH,37013,115000,20130918-0098462,1436.0,3.0,2.0,0.0
151 09 0A 175.00,SINGLE FAMILY,4352  CAMBRIDGE DR,ANTIOCH,37013,135000,20130930-0102298,,,,
151 10 0A 181.00,SINGLE FAMILY,1805  WINDSOR MEADOW PASS,ANTIOCH,37013,109900,20130920-0099275,,,,
151 10 0A 261.00,SINGLE FAMILY,7363  OLE NOTTINGHAM DR,ANTIOCH,37013,125500,20130924-0100323,,,,
163 02 0 025.00,SINGLE FAMILY,5028  HIGHLANDER DR,ANTIOCH,37013,160000,20130912-0096339,2224.0,3.0,3.0,0.0
163 02 0 088.00,SINGLE FAMILY,4505  HIGHLAND RIDGE DR,ANTIOCH,37013,130000,20130919-0098771,1710.0,3.0,2.0,1.0
163 16 0A 164.00,RESIDENTIAL CONDO,5943  MONROE XING,ANTIOCH,37013,65000,20130920-0099318,,,,
164 10 0A 103.00,SINGLE FAMILY,4069  PINEORCHARD PL,ANTIOCH,37013,164000,20130918-0098467,,,,
164 10 0A 269.00,SINGLE FAMILY,828  SANDWORTH CV,ANTIOCH,37013,143600,20130919-0098830,,,,
175 04 0A 016.00,RESIDENTIAL CONDO,4415  SMOKEY MOUNTAIN PL,ANTIOCH,37013,132000,20130904-0092993,,,,
176 05 0B 045.00,SINGLE FAMILY,5308  SUNNYVALE DR,ANTIOCH,37013,134999,20131001-0102788,,,,
148 15 0 177.00,SINGLE FAMILY,3924  BRADLEY CT,ANTIOCH,37013,129900,20131108-0115944,1656.0,3.0,1.0,1.0
161 16 0 003.00,SINGLE FAMILY,509  CEDARHILL CT,ANTIOCH,37013,80000,20131108-0116194,1303.0,3.0,2.0,0.0
161 16 0 003.00,SINGLE FAMILY,509  CEDARHILL CT,ANTIOCH,37013,70000,20131108-0116193,1303.0,3.0,2.0,0.0
162 00 0 049.00,GREENBELT,208  BENZING RD,ANTIOCH,37013,193890,20131104-0114356,1796.0,4.0,1.0,0.0
162 00 0 227.00,GREENBELT,0  BENZING RD,ANTIOCH,37013,193890,20131104-0114356,,,,
162 01 0A 038.00,RESIDENTIAL CONDO,506  HICKORY GLADE DR,ANTIOCH,37013,76500,20131105-0114819,,,,
162 06 0 047.00,SINGLE FAMILY,234  DELVIN DR,ANTIOCH,37013,110000,20131104-0114251,1326.0,3.0,1.0,0.0
162 07 0 242.00,VACANT RES LAND,0  BENZING RD,ANTIOCH,37013,193890,20131104-0114356,,,,
162 10 0 109.00,SINGLE FAMILY,605  ROXANNE CT,ANTIOCH,37013,115000,20131101-0113693,1773.68002,3.0,2.0,0.0
162 10 0 174.00,SINGLE FAMILY,616  ROXANNE DR,ANTIOCH,37013,148800,20131028-0111592,1800.0,3.0,2.0,0.0
162 12 0A 078.00,SINGLE FAMILY,1168  BRITTANY PARK LN,ANTIOCH,37013,97000,20131018-0108982,,,,
162 16 0E 063.00,SINGLE FAMILY,529  BELL TRACE LN,ANTIOCH,37013,120200,20131101-0113395,,,,
172 04 0 022.00,SINGLE FAMILY,613  MONTE CARLO DR,ANTIOCH,37013,126300,20131106-0115313,1958.0,3.0,2.0,0.0
173 06 0B 056.00,SINGLE FAMILY,2323  SOMERSET VALLEY DR,ANTIOCH,37013,212835,20131015-0107762,,,,
173 08 0A 086.00,SINGLE FAMILY,2109  SKYGLEN TRCE,ANTIOCH,37013,217900,20131008-0105761,,,,
173 08 0A 091.00,SINGLE FAMILY,2128  SKYGLEN TRCE,ANTIOCH,37013,229000,20131022-0110070,,,,
173 09 0B 081.00,SINGLE FAMILY,4125  BARNES COVE DR,ANTIOCH,37013,194000,20131022-0109961,,,,
173 09 0B 082.00,VACANT RES LAND,4121  BARNES COVE DR,ANTIOCH,37013,40000,20131023-0110242,,,,
173 09 0B 084.00,VACANT RES LAND,4113  BARNES COVE DR,ANTIOCH,37013,37500,20131022-0110167,,,,
173 09 0B 136.00,SINGLE FAMILY,2721  AMBER CREST CT,ANTIOCH,37013,201469,20131016-0108074,,,,
173 10 0C 031.00,VACANT RES LAND,149  BLACKPOOL DR,ANTIOCH,37013,40000,20131029-0112144,,,,
173 16 0A 105.00,SINGLE FAMILY,3453  CHANDLER COVE WAY,ANTIOCH,37013,186000,20131014-0107144,,,,
173 16 0A 271.00,SINGLE FAMILY,3168  HIDDEN CREEK DR,ANTIOCH,37013,156600,20131112-0116713,,,,
174 11 0A 175.00,SINGLE FAMILY,2137  CAMILLE DR,ANTIOCH,37013,152500,20131022-0110059,,,,
174 11 0A 196.00,SINGLE FAMILY,2524  KANLOW DR,ANTIOCH,37013,146900,20131018-0109209,,,,
174 11 0A 471.00,SINGLE FAMILY,3012  KATONKA DR,ANTIOCH,37013,164000,20131104-0114055,,,,
174 11 0A 480.00,SINGLE FAMILY,1424  OHARA DR,ANTIOCH,37013,141500,20131017-0108614,,,,
174 11 0A 482.00,SINGLE FAMILY,1416  OHARA DR,ANTIOCH,37013,141500,20131023-0110527,,,,
174 11 0A 531.00,SINGLE FAMILY,1461  OHARA DR,ANTIOCH,37013,180500,20131029-0112394,,,,
174 11 0A 553.00,SINGLE FAMILY,2021  LEEFIELD DR,ANTIOCH,37013,156990,20131104-0114062,,,,
174 11 0B 017.00,SINGLE FAMILY,6101  CANE SPRINGS RD,ANTIOCH,37013,193844,20131016-0108056,,,,
174 11 0B 019.00,SINGLE FAMILY,6109  CANE SPRINGS RD,ANTIOCH,37013,189644,20131018-0109217,,,,
174 11 0B 024.00,SINGLE FAMILY,6112  CANE SPRINGS RD,ANTIOCH,37013,205765,20131009-0106234,,,,
174 11 0B 025.00,SINGLE FAMILY,6108  CANE SPRINGS RD,ANTIOCH,37013,172283,20131018-0109211,,,,
174 11 0B 068.00,SINGLE FAMILY,6216  SUZY DR,ANTIOCH,37013,194104,20131009-0106239,,,,
174 11 0B 071.00,SINGLE FAMILY,6204  SUZY DR,ANTIOCH,37013,203807,20131018-0109227,,,,
181 02 0A 093.00,RESIDENTIAL CONDO,8411  CALLABEE WAY,ANTIOCH,37013,142900,20131112-0116686,,,,
181 02 0A 108.00,RESIDENTIAL CONDO,8421  CALLABEE WAY,ANTIOCH,37013,117000,20131105-0114747,,,,
181 02 0A 202.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 02 0A 203.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 02 0A 204.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 02 0A 205.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 02 0A 206.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 02 0A 207.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 02 0A 208.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 02 0A 209.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 02 0A 210.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 02 0A 211.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 02 0A 212.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 02 0A 213.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 02 0A 214.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 02 0A 215.00,VACANT RES LAND,8201  LENOX CREEKSIDE DR,ANTIOCH,37013,366800,20131009-0106146,,,,
181 03 0A 137.00,SINGLE FAMILY,7036  CALDERWOOD DR,ANTIOCH,37013,209900,20131023-0110496,,,,
181 03 0A 239.00,SINGLE FAMILY,200  STECOAH CT,ANTIOCH,37013,220000,20131016-0107980,,,,
182 01 0A 141.00,VACANT RES LAND,1551  SUNBEAM DR,ANTIOCH,37013,249000,20131014-0107197,,,,
182 01 0A 144.00,VACANT RES LAND,1548  SUNBEAM DR,ANTIOCH,37013,233200,20131018-0109160,,,,
182 01 0A 155.00,VACANT RES LAND,1512  SUNBEAM DR,ANTIOCH,37013,213490,20131104-0114497,,,,
182 01 0A 158.00,VACANT RES LAND,795  EVENING AVE,ANTIOCH,37013,45000,20131021-0109650,,,,
182 12 0A 136.00,SINGLE FAMILY,7404  GOLDEN APPLE DR,ANTIOCH,37013,207000,20131010-0106541,,,,
182 12 0A 143.00,VACANT RES LAND,7413  GOLDEN APPLE DR,ANTIOCH,37013,205000,20131009-0106016,,,,
183 05 0A 033.00,SINGLE FAMILY,3629  APPLEWOOD LN,ANTIOCH,37013,206000,20131024-0110745,,,,
183 05 0A 057.00,SINGLE FAMILY,5004  MORNINGWOOD LN,ANTIOCH,37013,197000,20131017-0108726,,,,
183 05 0A 159.00,SINGLE FAMILY,5237  CATSPAW DR,ANTIOCH,37013,153508,20131029-0112098,,,,
135 14 0C 020.00,SINGLE FAMILY,617  RANSOM VILLAGE WAY,ANTIOCH,37013,130000,20131017-0108694,,,,
136 15 0B 064.00,RESIDENTIAL CONDO,3401  ANDERSON RD,ANTIOCH,37013,116900,20131030-0112793,,,,
136 15 0B 151.00,RESIDENTIAL CONDO,3401  ANDERSON RD,ANTIOCH,37013,96000,20131024-0110739,,,,
148 12 0 058.00,SINGLE FAMILY,4704  DREWRY DR,ANTIOCH,37013,80000,20131011-0106794,1578.0,3.0,1.0,0.0
149 02 0B 069.00,SINGLE FAMILY,813  BISHOPSGATE RD,ANTIOCH,37013,146000,20131106-0115011,,,,
149 05 0 132.00,SINGLE FAMILY,112  CYPRESS LEAF CT,ANTIOCH,37013,160000,20131017-0108372,2107.0,3.0,2.0,0.0
149 05 0A 122.00,RESIDENTIAL CONDO,122  PEPPER RIDGE CIR,ANTIOCH,37013,67000,20131104-0114379,,,,
149 15 0A 063.00,SINGLE FAMILY,2364  EDENCREST DR,ANTIOCH,37013,147000,20131014-0107456,,,,
149 15 0A 393.00,SINGLE FAMILY,3077  BROMLEY WAY,ANTIOCH,37013,169900,20131104-0114039,,,,
150 05 0 298.00,ZERO LOT LINE,3027  MOSSDALE DR,ANTIOCH,37013,55059,20131002-0103195,1006.0,2.0,1.0,1.0
150 09 0B 515.00,RESIDENTIAL CONDO,515  FOREST POINTE PL,ANTIOCH,37013,97000,20131101-0113561,,,,
150 11 0 028.00,SINGLE FAMILY,3401  NEW TOWNE RD,ANTIOCH,37013,115750,20131021-0109340,1416.0,3.0,2.0,0.0
150 14 0A 014.00,SINGLE FAMILY,4037  CALUMET DR,ANTIOCH,37013,117900,20131023-0110304,,,,
150 14 0A 024.00,SINGLE FAMILY,4032  CALUMET DR,ANTIOCH,37013,129900,20131031-0113082,,,,
150 14 0D 025.00,SINGLE FAMILY,4917  SECRETARIAT DR,ANTIOCH,37013,159900,20131017-0108430,,,,
150 16 0A 078.00,SINGLE FAMILY,2824  WINDCREST TRL,ANTIOCH,37013,179500,20131031-0113115,,,,
151 01 0A 064.00,SINGLE FAMILY,3441  BRIDGETON CV,ANTIOCH,37013,139000,20131029-0112116,,,,
151 01 0A 163.00,SINGLE FAMILY,3708  WATERFORD WAY,ANTIOCH,37013,148000,20131108-0116216,,,,
151 09 0A 025.00,SINGLE FAMILY,6337  PADDINGTON WAY,ANTIOCH,37013,175000,20131022-0110030,,,,
151 09 0A 058.00,SINGLE FAMILY,6312  PADDINGTON WAY,ANTIOCH,37013,181482,20131106-0115048,,,,
151 10 0A 024.00,SINGLE FAMILY,7563  W WINCHESTER DR,ANTIOCH,37013,135700,20131105-0114655,,,,
151 10 0A 138.00,SINGLE FAMILY,7033  S HAMPTON BLVD,ANTIOCH,37013,128000,20131104-0114494,,,,
163 00 0 262.00,SPLIT CLASS,1300  RURAL HILL RD,ANTIOCH,37013,177000,20131015-0107577,3312.0,3.0,3.0,0.0
163 02 0B 073.00,VACANT RES LAND,232  TOOK DR,ANTIOCH,37013,18000,20131101-0113761,,,,
163 05 0B 070.00,RESIDENTIAL CONDO,5170  HICKORY HOLLOW PKWY,ANTIOCH,37013,85000,20131104-0113975,,,,
163 11 0A 026.00,RESIDENTIAL CONDO,225  HICKORY FORGE DR,ANTIOCH,37013,80500,20131213-0126431,,,,
163 11 0B 059.00,RESIDENTIAL CONDO,113  BEECH FORGE DR,ANTIOCH,37013,84000,20131031-0112986,,,,
163 11 0E 025.00,RESIDENTIAL CONDO,2950  BABY RUTH LN,ANTIOCH,37013,114900,20131120-0119619,,,,
163 16 0C 130.00,RESIDENTIAL CONDO,1814  ISABELLE LN,ANTIOCH,37013,119000,20131108-0115989,,,,
164 07 0A 004.00,VACANT RES LAND,405  SKYGAP CT,ANTIOCH,37013,28000,20131101-0113331,,,,
164 07 0A 067.00,SINGLE FAMILY,1536  ROCKGLADE RUN,ANTIOCH,37013,167000,20131010-0106296,,,,
164 07 0A 068.00,SINGLE FAMILY,1532  ROCKGLADE RUN,ANTIOCH,37013,160000,20131024-0110827,,,,
164 08 0A 054.00,SINGLE FAMILY,4205  CLOUD SPRINGS CT,ANTIOCH,37013,132200,20131018-0109075,,,,
164 08 0A 075.00,SINGLE FAMILY,1108  LAKEWALK DR,ANTIOCH,37013,139200,20131101-0113630,,,,
164 08 0A 077.00,SINGLE FAMILY,1100  LAKEWALK DR,ANTIOCH,37013,134225,20131101-0113621,,,,
164 08 0A 084.00,SINGLE FAMILY,1085  LAKEWALK DR,ANTIOCH,37013,139200,20131017-0108834,,,,
164 08 0A 088.00,SINGLE FAMILY,4536  SPRINGSTEAD TRL,ANTIOCH,37013,134225,20131101-0113608,,,,
164 08 0A 089.00,SINGLE FAMILY,1105  LAKEWALK DR,ANTIOCH,37013,139200,20131017-0108829,,,,
164 08 0A 098.00,SINGLE FAMILY,1141  LAKEWALK DR,ANTIOCH,37013,126900,20131101-0113582,,,,
164 08 0C 014.00,SINGLE FAMILY,508  AERIE LNDG,ANTIOCH,37013,145000,20131022-0109983,,,,
164 10 0A 093.00,SINGLE FAMILY,4072  PINEORCHARD PL,ANTIOCH,37013,137000,20131001-0102915,,,,
164 12 0A 042.00,SINGLE FAMILY,3409  SNOWGLADE GAP,ANTIOCH,37013,114900,20131107-0115593,,,,
164 13 0 028.00,SINGLE FAMILY,5600  CEDAR ASH XING,ANTIOCH,37013,146000,20131024-0110982,1874.0,3.0,3.0,0.0
165 09 0A 043.00,SINGLE FAMILY,1860  LAKEWOOD VILLAGE DR,ANTIOCH,37013,119911,20131101-0113559,,,,
165 13 0 023.00,SINGLE FAMILY,912  STONEVIEW CT,ANTIOCH,37013,105000,20131015-0107766,1271.0,3.0,2.0,0.0
165 13 0A 014.00,SINGLE FAMILY,4293  LAURENWOOD DR,ANTIOCH,37013,80000,20131025-0111479,,,,
175 06 0A 042.00,SINGLE FAMILY,1125  SHALLOWBROOK TRL S,ANTIOCH,37013,131990,20131017-0108610,,,,
175 06 0A 043.00,SINGLE FAMILY,1129  SHALLOWBROOK TRL S,ANTIOCH,37013,152000,20131023-0110509,,,,
175 06 0A 044.00,SINGLE FAMILY,1133  SHALLOWBROOK TRL S,ANTIOCH,37013,140000,20131031-0113058,,,,
175 06 0A 051.00,SINGLE FAMILY,1136  SHALLOWBROOK TRL S,ANTIOCH,37013,142000,20131101-0113472,,,,
175 06 0A 097.00,SINGLE FAMILY,5020  PRESERVE BLVD,ANTIOCH,37013,146000,20131009-0106012,,,,
175 06 0A 158.00,SINGLE FAMILY,5104  PRESERVE BLVD,ANTIOCH,37013,126750,20131017-0108606,,,,
176 05 0A 048.00,SINGLE FAMILY,5417  SUNNYVALE DR,ANTIOCH,37013,198000,20131021-0109545,,,,
176 05 0B 033.00,SINGLE FAMILY,204  WILDGROVE CT,ANTIOCH,37013,139900,20131011-0106777,,,,
176 05 0B 146.00,SINGLE FAMILY,304  ROCKY TOP CT,ANTIOCH,37013,125000,20131024-0110999,,,,
176 05 0C 008.00,VACANT RES LAND,4729  ROCKLAND TRL,ANTIOCH,37013,75000,20131104-0114045,,,,
176 05 0C 009.00,VACANT RES LAND,4733  ROCKLAND TRL,ANTIOCH,37013,75000,20131104-0114045,,,,
176 05 0C 016.00,VACANT RES LAND,4744  ROCKLAND TRL,ANTIOCH,37013,75000,20131104-0114045,,,,
176 05 0C 017.00,VACANT RES LAND,4740  ROCKLAND TRL,ANTIOCH,37013,75000,20131104-0114045,,,,
148 14 0 225.00,ZERO LOT LINE,4816  GILLESPIE DR,ANTIOCH,37013,43000,20131206-0124231,832.0,2.0,1.0,0.0
148 14 0 302.00,ZERO LOT LINE,4847  GILLESPIE DR,ANTIOCH,37013,43000,20131205-0123896,835.0,2.0,1.0,0.0
162 01 0C 053.00,RESIDENTIAL CONDO,623  HICKORY GLADE CT,ANTIOCH,37013,83000,20131113-0117098,,,,
162 01 0C 088.00,RESIDENTIAL CONDO,470  HICKORY GLADE DR,ANTIOCH,37013,83900,20131106-0115222,,,,
162 02 0A 011.00,SINGLE FAMILY,732  HILL BENNETT CIR,ANTIOCH,37013,122000,20131126-0121368,,,,
162 03 0 121.00,SINGLE FAMILY,288  BART DR,ANTIOCH,37013,67000,20131202-0122325,1310.0,3.0,2.0,0.0
162 07 0 031.00,SINGLE FAMILY,84  TUSCULUM RD,ANTIOCH,37013,123500,20131113-0117090,2706.0,3.0,2.0,0.0
162 07 0 220.00,SINGLE FAMILY,708  YOEST CIR,ANTIOCH,37013,74500,20131121-0120121,1232.0,3.0,2.0,0.0
162 10 0 134.00,SINGLE FAMILY,576  ROXANNE DR,ANTIOCH,37013,117500,20131112-0116965,1725.0,3.0,2.0,0.0
162 13 0A 008.00,SINGLE FAMILY,2224  GREEN TRAILS DR,ANTIOCH,37013,174947,20131115-0117994,,,,
172 08 0A 038.00,SINGLE FAMILY,412  PAULSON CT,ANTIOCH,37013,150000,20131122-0120305,,,,
173 04 0A 361.00,SINGLE FAMILY,5549  OAK CHASE DR,ANTIOCH,37013,225000,20131113-0117339,,,,
173 08 0A 092.00,SINGLE FAMILY,2124  SKYGLEN TRCE,ANTIOCH,37013,204900,20131108-0115811,,,,
173 08 0A 093.00,SINGLE FAMILY,2120  SKYGLEN TRCE,ANTIOCH,37013,204900,20131104-0114350,,,,
173 08 0A 117.00,SINGLE FAMILY,3037  BLUFFHOLLOW GAP,ANTIOCH,37013,217000,20131203-0123093,,,,
173 08 0A 132.00,VACANT RES LAND,3064  BLUFFHOLLOW GAP,ANTIOCH,37013,105000,20131126-0121387,,,,
173 08 0A 133.00,VACANT RES LAND,3060  BLUFFHOLLOW GAP,ANTIOCH,37013,105000,20131126-0121387,,,,
173 08 0A 134.00,VACANT RES LAND,3056  BLUFFHOLLOW GAP,ANTIOCH,37013,105000,20131126-0121387,,,,
173 08 0A 146.00,SINGLE FAMILY,3020  BLUFFHOLLOW GAP,ANTIOCH,37013,199000,20131213-0126355,,,,
173 10 0A 014.00,SINGLE FAMILY,3105  THISTLE DOWN LN,ANTIOCH,37013,241753,20131119-0119357,,,,
173 10 0A 044.00,SINGLE FAMILY,3009  BARNES BEND DR,ANTIOCH,37013,239900,20131204-0123740,,,,
173 15 0A 102.00,SINGLE FAMILY,221  CLAYBROOK LN,ANTIOCH,37013,173000,20131119-0119211,,,,
173 16 0A 214.00,SINGLE FAMILY,3936  STEPHENS RIDGE WAY,ANTIOCH,37013,182500,20131122-0120485,,,,
174 01 0A 051.00,SINGLE FAMILY,1016  SHIRE DR,ANTIOCH,37013,175000,20131203-0123155,,,,
174 11 0A 134.00,SINGLE FAMILY,1209  BLAIRFIELD DR,ANTIOCH,37013,189900,20131121-0119898,,,,
174 11 0A 472.00,VACANT RES LAND,3008  KATONKA DR,ANTIOCH,37013,22500,20131203-0122958,,,,
174 11 0A 483.00,SINGLE FAMILY,1414  OHARA DR,ANTIOCH,37013,151000,20131210-0125242,,,,
174 11 0B 026.00,SINGLE FAMILY,6104  CANE SPRINGS RD,ANTIOCH,37013,203000,20131206-0124397,,,,
174 11 0B 027.00,SINGLE FAMILY,6100  CANE SPRINGS RD,ANTIOCH,37013,193772,20131127-0121784,,,,
174 11 0B 028.00,SINGLE FAMILY,6205  SUZY DR,ANTIOCH,37013,191188,20131114-0117825,,,,
181 02 0A 097.00,RESIDENTIAL CONDO,8411  CALLABEE WAY,ANTIOCH,37013,135000,20131204-0123397,,,,
182 01 0A 010.00,SINGLE FAMILY,139  SUNDOWN DR,ANTIOCH,37013,178000,20131127-0121634,,,,
182 01 0A 049.00,VACANT RES LAND,805  DAYBREAK DR,ANTIOCH,37013,207900,20131120-0119632,,,,
182 01 0A 065.00,SINGLE FAMILY,929  MORNING RD,ANTIOCH,37013,200000,20131127-0121647,,,,
182 06 0A 015.00,SINGLE FAMILY,7827  RAINEY DR,ANTIOCH,37013,134000,20131126-0121586,,,,
182 06 0A 025.00,SINGLE FAMILY,7867  RAINEY DR,ANTIOCH,37013,165000,20131119-0119286,,,,
182 06 0A 066.00,SINGLE FAMILY,7027  LEGACY DR,ANTIOCH,37013,175000,20131113-0117107,,,,
182 12 0A 140.00,SINGLE FAMILY,805  CRAB APPLE CV,ANTIOCH,37013,209000,20131203-0123048,,,,
183 05 0A 231.00,SINGLE FAMILY,5304  KIMSAW CIR,ANTIOCH,37013,182000,20131114-0117792,,,,
135 14 0A 099.00,SINGLE FAMILY,412  BLACK MOUNTAIN DR,ANTIOCH,37013,132000,20131126-0121256,,,,
135 14 0A 144.00,SINGLE FAMILY,813  ROCKY MOUNTAIN PKWY,ANTIOCH,37013,75000,20131119-0119111,,,,
135 14 0A 258.00,SINGLE FAMILY,1073  BLUE MOUNTAIN LN,ANTIOCH,37013,139000,20131118-0118602,,,,
136 15 0 075.00,ZERO LOT LINE,3581  GONDOLA DR,ANTIOCH,37013,65000,20131118-0118681,1092.0,3.0,2.0,0.0
148 03 0 041.00,SINGLE FAMILY,1455  ANTIOCH PIKE,ANTIOCH,37013,120000,20131118-0118636,1350.0,3.0,1.0,0.0
148 03 0 187.00,VACANT RES LAND,237  OVERBY DR,ANTIOCH,37013,21000,20131203-0122815,1508.0,3.0,2.0,1.0
148 12 0 154.00,SINGLE FAMILY,812  AEOLIA DR,ANTIOCH,37013,108500,20131203-0123034,1302.0,3.0,1.0,0.0
149 00 0 179.00,VACANT RES LAND,567  BELL RD,ANTIOCH,37013,73000,20131127-0121946,,,,
149 01 0B 085.00,SINGLE FAMILY,405  HAMPSTEAD  S,ANTIOCH,37013,99900,20131204-0123481,,,,
149 02 0A 087.00,SINGLE FAMILY,532  PICCADILLY ROW,ANTIOCH,37013,94900,20131213-0126366,,,,
149 02 0A 098.00,ZERO LOT LINE,1040  REGENTS PARK CIR,ANTIOCH,37013,40000,20131120-0119613,,,,
149 02 0B 051.00,SINGLE FAMILY,712  KNIGHTSBRIDGE WAY,ANTIOCH,37013,148500,20131205-0123868,,,,
149 06 0 018.00,SINGLE FAMILY,4941  PEBBLE CREEK DR,ANTIOCH,37013,130000,20131119-0118957,1730.0,3.0,2.0,0.0
149 09 0 266.00,SINGLE FAMILY,1113  REMMINGTON TRCE,ANTIOCH,37013,145000,20131119-0119234,1735.0,3.0,3.0,0.0
149 15 0A 212.00,SINGLE FAMILY,2732  WELSHCREST DR,ANTIOCH,37013,155000,20131119-0119170,,,,
149 16 0 023.00,SINGLE FAMILY,605  BELL RIDGE TRCE,ANTIOCH,37013,205000,20131203-0122696,2943.0,4.0,3.0,0.0
150 06 0 091.00,DUPLEX,3021  FIELDSTONE DR,ANTIOCH,37013,95000,20131121-0120055,1539.0,4.0,2.0,0.0
150 06 0 218.00,ZERO LOT LINE,2900  WOODYMORE CT,ANTIOCH,37013,63000,20131114-0117582,933.0,2.0,1.0,0.0
150 07 0 470.00,ZERO LOT LINE,3328  OAK TREES CT,ANTIOCH,37013,59000,20131206-0124349,1116.0,2.0,1.0,1.0
150 08 0 007.00,SINGLE FAMILY,3440  DAISY TRL,ANTIOCH,37013,133600,20131125-0121045,1744.0,3.0,3.0,0.0
150 12 0A 041.00,SINGLE FAMILY,6349  MT VIEW RD,ANTIOCH,37013,150000,20131127-0121735,,,,
150 12 0B 024.00,SINGLE FAMILY,3813  PARK ROYAL LN,ANTIOCH,37013,200000,20131127-0121764,,,,
150 14 0 083.00,SINGLE FAMILY,4121  TEA GARDEN WAY,ANTIOCH,37013,112000,20131125-0120722,1154.0,3.0,2.0,0.0
150 14 0A 012.00,SINGLE FAMILY,4029  CALUMET DR,ANTIOCH,37013,115000,20131205-0124115,,,,
